source,target
Astrolabos Chapter,映天之章
Aphros Delos Chapter,浪沫之章
Princeps Cretaceus Chapter,白垩之章
Fabulae Textile Chapter,锦织之章
Monoceros Caeli Chapter,鲸天之章
Historia Antiqua Chapter,古闻之章
Sinae Unicornis Chapter,仙麟之章
Alatus Chapter,金翅鹏王之章
Papilio Charontis Chapter,引蝶之章
Umbrabilis Orchis Chapter,幽客之章
Lagenaria Chapter,悬壶之章
Carassius Auratus Chapter,琉金之章
Taurus Iracundus Chapter,天牛之章
Grus Nivis Chapter,雪鹤之章
Imperatrix Umbrosa Chapter,天下人之章
Dracaena Somnolenta Chapter,眠龙之章
Divina Vulpes Chapter,仙狐之章
Cypressus Custos Chapter,神守柏之章
Acer Palmatum Chapter,枫红之章
Tapirus Somniator Chapter,貘枕之章
Vulpes Zerda Chapter,郭狐之章
Lupus Aureus Chapter,金狼之章
Lotos Somno Chapter,睡莲之章
Mantichora Chapter,蝎尾鬃狮之章
Sapientia Oromasdis Chapter,智慧主之章
Felis Fuscus Chapter,黑斑猫之章
Diluvies Chapter,潮涌之章
Cerberus Chapter,守狱犬之章
Animula Choragi Chapter,司颂之章
Rosa Multiflora Chapter,野蔷薇之章
Grus Serena Chapter,闲鹤之章
Cisoria Chapter,丝切铗之章
Ignis Purgatorius Chapter,净炼火之章
Rappiera Chapter,迅捷剑之章
Nereides Chapter,海精之章
Ponum de Ambra Chapter,香氛瓶之章
Tribal Chronicles,部族纪闻
Where the Springs Return,流泉所归之处
Yupanqui's Turnfire,尤潘基的回火
"A Prayer for Blessings, Told to Crested Peaks",祈祝福愿，倾告嵴锋
Of Fading Flowers and Falling Feathers,花之归尘，羽之将坠
Memories Flowing With Color,流淌着色彩的回忆
Mushroom Realm Mystery,蘑境菌奇
Daily Commission,每日委托
Commission Quest,委托任务
Increasing Danger,攀高危险
A Small Step for Hilichurls,丘丘人的一小步
Pudgy Pyrotechnicians,圆滚滚的易爆品
Icy Issues,冷冰冰的大麻烦
Big Pudgy Problem!,圆滚滚的大团骚乱！
Rules of Safe Transportation / Safe Conduct,安全运输法则
Dangerous Haul,危险运输现象
Impregnable Defense,固若金汤
Ley Line Monolith,地脉镇石
Straight to the Heart,长驱直入
Practice Makes Perfect,熟能生巧
Capsizing Waves,波倾浪覆
Emergency,临危受命
Spreading Evil,邪恶的扩张
Wandering Evil,邪恶的游荡
No Honor Among Thieves,盗亦无道
Full Speed Ahead,极速前进
"""For The Harbingers!""",「为了执行官大人！」
Why Hit Rocks?,何以击石
A Crackling Crisis,轰隆隆的大危机
No Place for Banditry,穷寇猛追
Swift Slayer,走马斩群魔
Felonious Floaters,非法飘荡
Recuperating From a Severe Illness,大病初愈
Urgent Repairs,紧急修理
Blocked?,此路不通？
"Stop, Albert. Stop!",艾伯特先生，别再冲了——！
Long Distance Love,触不可及的恋人
Lost Key,钥匙是易丢品
Floral Fresh,趁鲜花气息逗留
"A Commission From ""That Guy""",「那位先生」的委托
Only Half-Frozen,中度冰寒
Business in a Marsh,花洲有客栈
"Pirate Invasion, in Liyue Harbor!",璃月港，有海盗！
Where Is the Unseen Razor?,试问，藏锋何处？
Guest from Afar,客从远方来
Diamond in the Rough,点石成…什么
A Little Raid,「夺宝」小行动
Calling Down the Thunder,降雷之法
A Gentleman Strikes in Broad Daylight,君子白日闯
Bad Doggies,猛犬管理规范
The Thundering Wilds,雷野险踪
Voltage Charge,电压冲锋
Lightning Bottler,霹雳收藏家
Plug-and-Play Plan,插电战斗方案
Operation Thunderous Ignition,雷霆引爆计划
Perilous Watersport,戏水危险
The Gourmet Supremos: Where'd the Ingredients Go?,全能美食队·食材在哪呀？
The Gourmet Supremos: Foodie Quiz,全能美食队·美食小问答
The Gourmet Supremos: Cook-Off,全能美食队·烹饪对决
The Gourmet Supremos: Extreme Cookery,全能美食队·厨道的极意
"O Archon, Hear Me!",神明啊，回应我吧！
Playing With Fire... Works,烟花试玩计划
Bantan Sango Case File: The Search,万端珊瑚事件簿·搜索工作
Bantan Sango Case File: The Right Identity,万端珊瑚事件簿·合适的身份
Bantan Sango Case File: Misdirection,万端珊瑚事件簿·迷惑行动
Bantan Sango Case File: Case-Closing Time,万端珊瑚事件簿·结案时刻
The Cat's Trail,猫之迹
Shrine Cleanup,神社大扫除
To Make a Cat Carving,雕猫之法
To Make Cat Ornaments,饰猫之法
A Fishy Flavor,鱼之味
Inazuma Sales Specialist,稻妻销售员
Post-Sale Service,售后服务
The Taste of Home,家乡之味
Prayer in Progress...,众人祈祷中…
Crash Course on Inazuma Fashion,稻妻时尚入门
Is This Novel Amazing?,这本小说…厉害吗？
This Novel... Seems Familiar?,这本小说…好像看过？
Archery Demonstration,箭术示范
Ceaseless Training,永不停歇的修炼
Uninvited Guests,不速之客
Adventurer Exam: Battle Tactics,冒险家测验·作战方式
Adventurer Exam: The Art of Adventure,冒险家测验·冒险诀窍
Adventurer Exam: Taking Flight,冒险家测验·起飞方式
Anna the Adventurer!,冒险家，安娜！
Ahoy! A Pirate's Growth for Ye!,哎呀！海盗想长大！
Troubles Traveling Through Tributaries,随水而来的烦恼
The Little Pirate Goes Out to Sea,小海盗，要出海！
The Littlest Journey: Medicine On-Hand,小小的远行·常备药
The Littlest Journey: Non-Emergency Food,小小的远行·非应急食物
The Littlest Journey: Means of Self-Defense?,小小的远行·防身的方法？
"Owe Mora, Pay Mora",应付尽付
Return to Days of Winter,向冬日回归
Touring Light Show,游光示现
Hammer of the Mushrooms,无槌敲菇法
The Measure of a Mushroom,菇测高度
Operation Halberd Breaker,抹金折戟
Fungi Buster,绝不菇息！
Vine Collector,蔓草收藏家
Operation Graze,掠草行动
"Hey, Come Out!",喂，出来！
The Hook's Unexpected Adventure,鱼钩的奇异时光？
King of Invokations,《召唤王》
The Great Tree: Rooted State,大树·扎根态
Doctor's Orders,谨遵医嘱
Garcia's Paean: Substitutes,加尔恰的赞歌·替代物
Garcia's Paean: Key Items,加尔恰的赞歌·关键物品
Concresoil,凝成泥土
Price Comparison,货比两价
The Flowers That Won't Grow,生不出的花
Problem Conversion: The Underpinning Factor,问题的转化·关键在何？
Clean and Healthy,洁净与健康
Gold Devouring and Mora Gathering,吞金和蓄财
Attaché in Another Land,御用在他乡
Meow... Meow meow? Meow! Meow.,喵…喵喵？喵！喵。
Good Medicine Is Hard to Come By,良药难求
When Flowers Bloom,花开之时
Desert Bloom,沙中花
Eat and Learn,食与学
Warehousing Business,仓储事务
Tales From the Court,枫丹廷，二三事
At Least the Fish Know,至少鱼知道
Get a Drink at Least!,总得喝一杯
Aesthetic Critique: Principles of Aesthetics,审美力批判·美学原理批判
Aesthetic Critique: Practice of Aesthetics,审美力批判·实践创作批判
Aesthetic Critique: Self Critique,审美力批判·自我批判
Their Childhood,他们的童年
Their Childhood: Time Waits for No One,他们的童年·时光不等人
Their Childhood: City Caper,他们的童年·游城记
Their Childhood: Good Times,他们的童年·好时光
Their Childhood: A Certain Passage,他们的童年·某一篇章
"Alright, Iaune, Alright",好吧，艾尤恩
Down Time,放松时间
What is the Meaning of Work?,工作的意义是…？
Other Duties,另有他职
Days Beneath the Waves,水底的日子
Regulatory Issues,规章问题
Interactive Tour,「交互式游览」
Fishnado,翻鱼搅浪
Overland Bubbles,陆上飞沫
Don't Get Crabby,有蟹有还
Dagger in the Water,游刃由鱼
Aim Upstream,力争上游
Traces of Back Pain,腰痛的痕迹
Hey! Calm Down!,嗨！冷静点！
Internal Combustion Change,内燃奔进
Cloud-Soaring Saurians,龙共云飞
Swelling Springs,飞泉游隙
Just a Lil' Flaunting,略显身手
Saurian Versus Mountain,龙与山
Hmm? Natlan?,咦？纳塔？
Sharpshooter on Hand,妙影在手
Prophets of Pop,流行音乐，谁先知？
Daydream Club: Thermal Hypnosis,空想俱乐部·热能催眠
"Grow Up Quickly, Littl'Un",小小人儿，快长大
"Grow Up Quickly, Littl'Un...? (Epilogue)",小小人儿，快长大…？
An Official Mission,一场公差
Tending to a Tepetlisaurus,洗理嵴锋
Tending to a Tepetlisaurus: In Need of a Trim,洗理嵴锋·修锋
Tending to a Tepetlisaurus: In Search of a Recipe,洗理嵴锋·新奇食物
Steaming Hot Swim,热乎乎的鳍游
How to Make Friends,交友之法
"Hey, Your Letter!",嘿！你的信！
Expedition,探索派遣
Reputation Quest,声望任务
Bounties,讨伐悬赏
Requests,居民请求
Hangout Event,邀约任务
Serenitea Pot,尘歌壶
Seed Dispensary,化种匣
Vial of Adeptal Speed,仙速瓶
Tubby,阿圆
Rain Calmer,销虹霁雨真君
Chubby,阿嘟
Jade Seeker,寻瑰纳琦真君
Traveling Depot,周游百宝
Teapot Traveling Salesman,周游壶灵
Realm Currency,洞天宝钱
furnishing,摆设
Radiant Spincrystal,旋曜玉帛
Replication,摹本
Blue Dye,蓝色染料
Yellow Dye,黄色染料
Red Dye,红色染料
Fabric,布匹
Fragrant Cedar Wood,垂香木
Bamboo Segment,竹节
Sandbearer Wood,却砂木
Pine Wood,松木
Cuihua Wood,萃华木
Birch Wood,桦木
Yumemiru Wood,梦见木
Maple Wood,枫木
Aralia Wood,孔雀木
Otogi Wood,御伽木
Brightwood,辉木
Karmaphala Wood,业果木
Adhigama Wood,证悟木
Mountain Date Wood,刺葵木
Mallow Wood,悬铃木
Linden Wood,椴木
Cypress Wood,香柏木
Torch Wood,炬木
Ash Wood,白梣木
Flammabomb Wood,燃爆木
Peach Palm Wood,桃椰子木
White Chestnut Oak Wood,白栗栎木
Ashen Aratiku Wood,灰灰楼林木
Euphonium Unbound: Winding,千籁至音·缪绕
Local Specialty,地域特产
Calla Lily,嘟嘟莲
Cecilia,塞西莉亚花
Dandelion Seed,蒲公英籽
Philanemo Mushroom,慕风蘑菇
Small Lamp Grass,小灯草
Valberry,落落莓
Windwheel Aster,风车菊
Wolfhook,钩钩果
Glaze Lily,琉璃百合
Qingxin,清心
Violetgrass,琉璃袋
Jueyun Chili,绝云椒椒
Noctilucous Jade,夜泊石
Starconch,星螺
Sea Ganoderma,海灵芝
Sakura Bloom,绯樱绣球
Naku Weed,鸣草
Lycoris,赤蕊
Onikabuto,鬼兜虫
Crystal Marrow,晶化骨髓
Amakumo Fruit,天云草实
Sango Pearl,珊瑚真珠
Kalpalata Lotus,劫波莲
Nilotpala Lotus,月莲
Rukkhashava Mushrooms,树王圣体菇
Padisarah,帕蒂沙兰
Scarab,圣金虫
Redcrest,赤念果
Sand Grease Pupa,沙脂蛹
Mourning Flower,悼灵花
Trishiraite,万相石
Rainbow Rose,虹彩蔷薇
Lumidouce Bell,柔灯铃
Romaritime Flower,海露花
Beryl Conch,苍晶螺
Subdetection Unit,子探测单元
Lumitoile,幽光星星
Lakelight Lily,湖光铃兰
Spring of the First Dewdrop,初露之源
Sprayfeather Gill,浪沫羽鳃
Quenepa Berry,青蜜莓
Saurian Claw Succulent,肉龙掌
Brilliant Chrysanthemum,灼灼彩菊
Withering Purpurbloom,枯叶紫英
Glowing Hornshroom,微光角菌
Dracolite,琉鳞石
Skysplit Gembloom,云岩裂叶
Genshin Impact,原神（标题）
allogene,原神
Vision,神之眼
Gnosis,神之心
Delusion,邪眼
God,魔神
Archon War,魔神战争
Emergency Food,应急食品
Ley Line,地脉
The Seven,七神 / 尘世七执政
erode,磨损
gaze of the god,神明的视线
freedom,自由
contract,契约
eternity,永恒
wisdom,智慧
justice,正义
Holy Lyre der Himmel,天空之琴
Ludi Harpastum,羽球节
harpastum / harpasta,羽球
Dandelion Wine,蒲公英酒
Adeptus / Adepti,仙人
the mighty and illuminated adepti,三眼五显仙人
Rite of Descension,请仙
Rite of Parting,送仙典仪
Exuvia,仙祖法蜕
karma,业障
Wrath of the Rock,食岩之罚
Cocogoat,椰羊
Li style,璃菜
Yue style,月菜
ascension ceremony,升空仪式
The Divine Damsel of Devastation,神女劈观
Plaustrite,浮生石
Sunset Vermillionite,鸣霞浮生石
Wonder Core,千奇核心
Adepti Sigil,仙家符箓
The Crux Clash,南十字武斗会
Adeptus name,仙名 / 仙号
Adeptal energy,仙力
Vision Hunt Decree,眼狩令
Sakoku Decree,锁国令
Musou no Hitotachi,无想的一刀
Raiden Gokaden,雷电五传
Amenoma Art,天目流
Electro Mitsudomoe,雷之三重巴
perch,栖木
Maushiro,木簧笛
Sunchildren,太阳之子
Phaethon,法厄同
Youkai powers,妖力
Darshan,学派 / 学院
six Darshans,六大学派
Amurta,生论派 / 阿弥利多学院
Rtawahist,明论派 / 梨多梵谛学院
Spantamad,素论派 / 悉般多摩学院
Driyosh,游学者
Haravatat,知论派 / 室罗婆耽学院
Vahumana,因论派 / 伐护末那学院
Kshahrewar,妙论派 / 刹诃伐罗学院
Akasha,虚空
Akasha Terminal,虚空终端
Neo Akasha Terminal,新型虚空终端
Mahamata,教令官
Spirit Borneol,灵酚香
Satyavada Life,林居狂语期
Paripurna Life,寂静圆满期
Sabzeruz Festival,花神诞日 / 花神诞祭
samsara cycle,轮回
Jnagarbha Day,识藏日
Knowledge Capsule / Canned Knowledge,罐装知识
Divine Knowledge Capsule,神明罐装知识
Grand Conservator,大掌书
Dastur,陀裟多
Hermanubis,赫曼努比斯
Dev,迪弗
Festival Utsava,无忧节
Big Iron Chunks,大铁块
Marana,无留陀
Valuka,巴螺迦
Ararakalari,兰迦拉梨
rainforest,雨林
Village Keeper,守村人
Great Vayuvyastra,大风机关
Gurabad,居尔城
the Hive,蜂巢
collective consciousness,集群意识
The Wall of Hope,希望之壁
Sign of Apaosha,焚真之天象
Amrita,甘露 / 甘露活水
Azosite,阿索斯物质
Rite of Chinvat,离渡之仪
Rite of Ab-Zohr,祭水之仪
Indemnitium,律偿混能
serial disappearances of young women,少女连环失踪案
Water from the Primordial Sea / Primordial Water,原始胎海之水
Sinthe,乐斯
Tales of Humanity,人间百态
Book of Revealing,揭示之书
Looking Glass,谜镜
world-formula,世界式
the Sponsian,斯彭西安号
Remuria,雷穆利亚
"""Pilgrimage""",归火圣夜巡礼
"""Night Warden Wars""",巡夜者战争
Night Wars,狩夜者战争
Ode of Resurrection,还魂诗
Harbinger,执行官
Fire-Water,火水
Loom of Fate,命运的织机
Inteyvat,因提瓦特
curse of immortality,不死诅咒
Dark Calamity,黑灾
the Calamity of Darkness,漆黑的灾难
Descenders,降临者
Magic Tonic,魔水
Constellation,命之座
c1,1命
c2,2命
c3,3命
c4,4命
c5,5命
c6,满命
Talents,天赋
ascend,突破
friendship,好感度
Adventure Rank,冒险等阶
World Level,世界等级
element,元素
Pyro,火（元素）
Hydro,水（元素）
Dendro,草（元素）
Electro,雷（元素）
Anemo,风（元素）
Cryo,冰（元素）
Geo,岩（元素）
physical,物理
immune,免疫
Elemental Reactions,元素反应
Overloaded,超载
Burning,燃烧
Crystalize,结晶
Electro-Charged,感电
Frozen,冻结
Melt,融化
Superconduct,超导
Swirl,扩散
Vaporize,蒸发
Bloom,绽放
Dendro Core,草原核
Burgeon,烈绽放
Hyperbloom,超绽放
Sprawling Shot,蔓生弹
Catalyze,激化
Quicken,原激化
Aggravate,超激化
Spread,蔓激化
Elemental Skill,元素战技
Elemental Burst,元素爆发
Elemental Shield,元素护盾
Elemental Resonance,元素共鸣
Enduring Rock,坚定之岩
Fervent Flames,热诚之火
Soothing Water,愈疗之水
Impetuous Winds,迅捷之风
High Voltage,强能之雷
Shattering Ice,粉碎之冰
Sprawling Greenery,蔓生之草
Protective Canopy,交织之护
Elemental Mastery,元素精通
Elemental Sight,元素视野
Elemental RES,元素抗性
Activated,活化状态
Scorched,枯焦状态
ATK,攻击力
DEF,防御力
CRIT Rate,暴击率
Energy Recharge,元素充能效率
Cooldown / CD,冷却时间
DMG,伤害
charged attack,重击
plunging attack,下落攻击
refinement rank,精炼等阶
corrosion,侵蚀
Wish,祈愿
Wanderlust Invocation,奔行世间
Epitome Invocation,神铸赋形
Fate Point,命定值
lose 50/50,（小保底）歪了
pull,抽
rerun,复刻
Co-Op mode,多人游戏
Request to Join (Co-Op mode),申请加入
achievement,成就
Battle Pass,纪行
Sojourner's Battle Pass,大地纪行
Gnostic Hymn,天空纪行
Blessing of the Welkin Moon,空月祝福
Exploration Progress,探索度
Reward,报酬
Craft,合成
weekly boss,周本
artifact grind,赌圣遗物
apologem,补偿原石
Genius Invokation TCG,七圣召唤
Character Card,角色牌
Equipment Card,装备牌
Support Card,支援牌
Event Card,事件牌
Lucky Coin,幸运牌币
dynamic skin,影幻牌面
Heated Battle Mode,热斗模式
Casket of Tomes,秘典之盒
Balethunder,雷祸
Whitenight,白夜
Evernight,常夜
The Withering / Withering Zone,死域
Withering Branch,死域枝节
Tumor of the Withering,死域瘤
Seed Mirror,种子镜
Decay,凋零
Decay Projectile,凋零弹
Candle of Life,生之烛
Flames of Life,生之火光
Pneuma,芒性 / 芒性态
Ousia,荒性 / 荒性态
Balanced,均衡态
mutual annihilation,湮灭
overload,过载
Arkhe,始基力
Transoceanic Sourcewater,异海源水
Aquatic Stamina,水中耐力
Current,洋流
High-Pressure Water Vent,高压水流溢口
Bond of Life,生命之契
Phlogiston,燃素
Saurian Infwelling,龙之魂附
Nightsoul,夜魂
Nightsoul Burst,夜魂迸发
Nightsoul's Blessing,夜魂加持
Nightsoul Point,夜魂值
Nightsoul Transmission,夜魂传递
TurnFire,回火
Ancient Name,古名
Abyssal Corrosion Syndrome,渊蚀综合征
Draught of Lucidity,清幻剂
Epic Feast Showdown,豪宴热斗
Teachings of Freedom,「自由」的教导
Guide to Freedom,「自由」的指引
Philosophies of Freedom,「自由」的哲学
Teachings of Resistance,「抗争」的教导
Guide to Resistance,「抗争」的指引
Philosophies of Resistance,「抗争」的哲学
Teachings of Ballad,「诗文」的教导
Guide to Ballad,「诗文」的指引
Philosophies of Ballad,「诗文」的哲学
Teachings of Prosperity,「繁荣」的教导
Guide to Prosperity,「繁荣」的指引
Philosophies of Prosperity,「繁荣」的哲学
Teachings of Diligence,「勤劳」的教导
Guide to Diligence,「勤劳」的指引
Philosophies of Diligence,「勤劳」的哲学
Teachings of Gold,「黄金」的教导
Guide to Gold,「黄金」的指引
Philosophies of Gold,「黄金」的哲学
Teachings of Transience,「浮世」的教导
Guide to Transience,「浮世」的指引
Philosophies of Transience,「浮世」的哲学
Teachings of Elegance,「风雅」的教导
Guide to Elegance,「风雅」的指引
Philosophies of Elegance,「风雅」的哲学
Teachings of Light,「天光」的教导
Guide to Light,「天光」的指引
Philosophies of Light,「天光」的哲学
Teachings of Ingenuity,「巧思」的教导
Guide to Ingenuity,「巧思」的指引
Philosophies of Ingenuity,「巧思」的哲学
Teachings of Praxis,「笃行」的教导
Guide to Praxis,「笃行」的指引
Philosophies of Praxis,「笃行」的哲学
Teachings of Equity,「公平」的教导
Guide to Equity,「公平」的指引
Philosophies of Equity,「公平」的哲学
Teachings of Order,「秩序」的教导
Guide to Order,「秩序」的指引
Philosophies of Order,「秩序」的哲学
Teachings of Justice,「正义」的教导
Guide to Justice,「正义」的指引
Philosophies of Justice,「正义」的哲学
Teachings of Contention,「角逐」的教导
Guide to Contention,「角逐」的指引
Philosophies of Contention,「角逐」的哲学
Teachings of Kindling,「焚燔」的教导
Guide to Kindling,「焚燔」的指引
Philosophies of Kindling,「焚燔」的哲学
Teachings of Conflict,「纷争」的教导
Guide to Conflict,「纷争」的指引
Philosophies of Conflict,「纷争」的哲学
Crown of Insight,智识之冕
Tripes du Port,港湾牛肚
Tomates Narbonnaises,纳博内番茄盅
Crepes Suzette,桔桔薄饼
Scattered Piece of Decarabian's Dream,高塔孤王的碎梦
Fragment of Decarabian's Epic,高塔孤王的断片
Tile of Decarabian's Tower,高塔孤王的破瓦
Boreal Wolf's Nostalgia,凛风奔狼的怀乡
Boreal Wolf's Broken Fang,凛风奔狼的断牙
Boreal Wolf's Cracked Tooth,凛风奔狼的裂齿
Dream of the Dandelion Gladiator,狮牙斗士的理想
Shackles of the Dandelion Gladiator,狮牙斗士的镣铐
Chains of the Dandelion Gladiator,狮牙斗士的铁链
Fetters of the Dandelion Gladiator,狮牙斗士的枷锁
Divine Body from Guyun,孤云寒林的神体
Relic from Guyun,孤云寒林的圣骸
Lustrous Stone from Guyun,孤云寒林的辉岩
Luminous Sands from Guyun,孤云寒林的光砂
Mist Veiled Primo Elixir,雾海云间的转还
Mist Veiled Gold Elixir,雾海云间的金丹
Mist Veiled Mercury Elixir,雾海云间的汞丹
Mist Veiled Lead Elixir,雾海云间的铅丹
Chunk of Aerosiderite,漆黑陨铁的一块
Bit of Aerosiderite,漆黑陨铁的一角
Piece of Aerosiderite,漆黑陨铁的一片
Grain of Aerosiderite,漆黑陨铁的一粒
Golden Branch of a Distant Sea,远海夷地的金枝
Jade Branch of a Distant Sea,远海夷地的玉枝
Jeweled Branch of a Distant Sea,远海夷地的琼枝
Coral Branch of a Distant Sea,远海夷地的瑚枝
Narukami's Valor,鸣神御灵的勇武
Narukami's Affection,鸣神御灵的亲爱
Narukami's Joy,鸣神御灵的欢喜
Narukami's Wisdom,鸣神御灵的明惠
Mask of the Kijin,今昔剧画之鬼人
Mask of the One-Horned,今昔剧画之一角
Mask of the Tiger's Bite,今昔剧画之虎啮
Mask of the Wicked Lieutenant,今昔剧画之恶尉
Olden Days of Scorching Might,烈日威权的旧日
Dream of Scorching Might,烈日威权的梦想
Remnant Glow of Scorching Might,烈日威权的余光
Echo of Scorching Might,烈日威权的残响
Oasis Garden's Truth,绿洲花园的真谛
Oasis Garden's Mourning,绿洲花园的哀思
Oasis Garden's Kindness,绿洲花园的恩惠
Oasis Garden's Reminiscence,绿洲花园的追忆
Golden Talisman of the Forest Dew,谧林涓露的金符
Silver Talisman of the Forest Dew,谧林涓露的银符
Iron Talisman of the Forest Dew,谧林涓露的铁符
Copper Talisman of the Forest Dew,谧林涓露的铜符
Echo of an Ancient Chord,悠古弦音的回响
Movement of an Ancient Chord,悠古弦音的乐章
Chapter of an Ancient Chord,悠古弦音的断章
Fragment of an Ancient Chord,悠古弦音的残章
Golden Goblet of the Pristine Sea,无垢之海的金杯
Silver Goblet of the Pristine Sea,无垢之海的银杯
Wine Goblet of the Pristine Sea,无垢之海的酒盏
Broken Goblet of the Pristine Sea,无垢之海的苦盏
Essence of Pure Sacred Dewdrop,纯圣露滴的真粹
Sublimation of Pure Sacred Dewdrop,纯圣露滴的凝华
Dross of Pure Sacred Dewdrop,纯圣露滴的滤渣
Blazing Sacrificial Heart's Terror,贡祭炽心的惶恐
Blazing Sacrificial Heart's Hesitance,贡祭炽心的踌躇
Blazing Sacrificial Heart's Resolve,贡祭炽心的决绝
Blazing Sacrificial Heart's Splendor,贡祭炽心的荣膺
Night-Wind's Mystic Consideration,神合秘烟的思绪
Night-Wind's Mystic Premonition,神合秘烟的预感
Night-Wind's Mystic Augury,神合秘烟的征兆
Night-Wind's Mystic Revelation,神合秘烟的启示
Delirious Decadence of the Sacred Lord,谵妄圣主的朽败
Delirious Desolation of the Sacred Lord,谵妄圣主的余哀
Delirious Demeanor of the Sacred Lord,谵妄圣主的容光
Delirious Divinity of the Sacred Lord,谵妄圣主的神面
Sword,单手剑
Claymore,双手剑
Polearm,长柄武器
Bow,弓
Catalyst,法器
Refinement Material,精炼材料
Dull Blade,无锋剑
Silver Sword,银剑
Cool Steel,冷刃
Harbinger of Dawn,黎明神剑
Traveler's Handy Sword,旅行剑
Fillet Blade,吃虎鱼刀
Skyrider Sword,飞天御剑
Favonius Sword,西风剑
The Flute,笛剑
Sacrificial Sword,祭礼剑
Royal Longsword,宗室长剑
Lion's Roar,匣里龙吟
Prototype Rancour,试作斩岩
Iron Sting,铁蜂刺
Blackcliff Longsword,黑岩长剑
The Black Sword,黑剑
Sword of Descension,降临之剑
Festering Desire,腐殖之剑
The Alley Flash,暗巷闪光
Amenoma Kageuchi,天目影打刀
Cinnabar Spindle,辰砂之纺锤
Kagotsurube Isshin,笼钓瓶一心
Sapwood Blade,原木刀
Xiphos' Moonlight,西福斯的月光
Toukabou Shigure,东花坊时雨
Finale of the Deep,海渊终曲
Wolf-Fang,狼牙
Fleuve Cendre Ferryman,灰河渡手
Martens' Omni-Fix,马腾斯万能护养剂
Sword of Narzissenkreuz,水仙十字之剑
Flute of Ezpitzal,息燧之笛
Sturdy Bone,弥坚骨
Calamity of Eshu,厄水之祸
Aquila Favonia,风鹰剑
Skyward Blade,天空之刃
Primordial Jade Cutter,磐岩结绿
Freedom-Sworn,苍古自由之誓
Mistsplitter Reforged,雾切之回光
Haran Geppaku Futsu,波乱月白经津
Key of Khaj-Nisut,圣显之钥
Light of Foliar Incision,裁叶萃光
Splendor of Tranquil Waters,静水流涌之辉
Absolution,赦罪
Uraku Misugiri,有乐御簾切
Peak Patrol Song,岩峰巡歌
Waster Greatsword,训练大剑
Old Merc's Pal,佣兵重剑
Ferrous Shadow,铁影阔剑
Bloodtainted Greatsword,沐浴龙血的剑
White Iron Greatsword,白铁大剑
Debate Club,以理服人
Skyrider Greatsword,飞天大御剑
Favonius Greatsword,西风大剑
The Bell,钟剑
Sacrificial Greatsword,祭礼大剑
Royal Greatsword,宗室大剑
Rainslasher,雨裁
Prototype Archaic,试作古华
Whiteblind,白影剑
Blackcliff Slasher,黑岩斩刀
Serpent Spine,螭骨剑
Snow-Tombed Starsilver,雪葬的星银
Lithic Blade,千岩古剑
Katsuragikiri Nagamasa,桂木斩长正
Luxurious Sea-Lord,衔珠海皇
Emperor's Balsam,海皇香脂
Akuoumaru,恶王丸
Forest Regalia,森林王器
Mailed Flower,饰铁之花
Unfading Silky Grace,不凋的绢华
Tidal Shadow,浪影阔剑
Talking Stick,聊聊棒
Portable Power Saw,便携动力锯
Ultimate Overlord's Mega Magic Sword,究极霸王超级魔剑
Earth Shaker,撼地者
Skyward Pride,天空之傲
Wolf's Gravestone,狼的末路
The Unforged,无工之剑
Song of Broken Pines,松籁响起之时
Redhorn Stonethresher,赤角石溃杵
Beacon of the Reed Sea,苇海信标
Verdict,裁断
Fang of the Mountain King,山王长牙
A Thousand Blazing Suns,焚曜千阳
Beginner's Protector,新手长枪
Iron Point,铁尖枪
White Tassel,白缨枪
Black Tassel,黑缨枪
Dragon's Bane,匣里灭辰
Prototype Starglitter,试作星镰
Crescent Pike,流月针
Blackcliff Pole,黑岩刺枪
Deathmatch,决斗之枪
Favonius Lance,西风长枪
Royal Spear,宗室猎枪
Dragonspine Spear,龙脊长枪
Lithic Spear,千岩长枪
Kitain Cross Spear,喜多院十文字
"""The Catch""",「渔获」
Wavebreaker's Fin,断浪长鳍
Moonpiercer,贯月矢
Missive Windspear,风信之锋
Rightful Reward,公义的酬报
Ballad of the Fjords,峡湾长歌
Prospector's Drill,勘探钻机
Dialogues of the Desert Sages,沙中伟贤的对答
Footprint of the Rainbow,虹的行迹
Mountain-Bracing Bolt,镇山之钉
Tamayuratei no Ohanashi,且住亭御咄
Primordial Jade Winged-Spear,和璞鸢
Skyward Spine,天空之脊
Staff of Homa,护摩之杖
Calamity Queller,息灾
Staff of the Scarlet Sands,赤沙之杖
Crimson Moon's Semblance,赤月之形
Lumidouce Elegy,柔灯挽歌
Hunter's Bow,猎弓
Seasoned Hunter's Bow,历练的猎弓
Raven Bow,鸦羽弓
Sharpshooter's Oath,神射手之誓
Recurve Bow,反曲弓
Slingshot,弹弓
Messenger,信使
Favonius Warbow,西风猎弓
The Stringless,绝弦
Sacrificial Bow,祭礼弓
Royal Bow,宗室长弓
Compound Bow,钢轮弓
Blackcliff Warbow,黑岩战弓
The Viridescent Hunt,苍翠猎弓
Alley Hunter,暗巷猎手
Mitternachts Waltz,幽夜华尔兹
Hamayumi,破魔之弓
Mouun's Moon,曚云之月
Fading Twilight,落霞
Glowing Gem,霞色宝珠
End of the Line,竭泽
King's Squire,王下近侍
Congealed Pupa Wax,凝恒的脂蜡
Song of Stillness,静谧之曲
